City,District,total_votes,CHP_votes,CHP_pct,AKP_votes,AKP_pct,DEM_votes,DEM_pct,MHP_votes,MHP_pct,YRP_votes,YRP_pct,ZP_votes,ZP_pct,IYIP_votes,IYIP_pct,TIP_votes,TIP_pct,BBP_votes,BBP_pct,OTH_votes,OTH_pct
Yozgat,Çayıralan,6627.0,0.0,0.0,2636.0,39.78,17.0,0.26,1389.0,20.96,210.0,3.17,73.0,1.1,2068.0,31.21,22.0,0.33,50.0,0.75,162.0,2.44
Yozgat,Çekerek,12539.0,0.0,0.0,6762.0,53.93,25.0,0.2,2269.0,18.1,514.0,4.1,105.0,0.84,2519.0,20.09,24.0,0.19,96.0,0.77,225.0,1.79
Yozgat,Şefaatli,9621.0,0.0,0.0,3788.0,39.37,25.0,0.26,2143.0,22.27,254.0,2.64,89.0,0.93,3055.0,31.75,13.0,0.14,69.0,0.72,185.0,1.92
Yurtdisi,ALMANYA,682308.0,138723.0,20.33,365482.0,53.57,62995.0,9.23,91399.0,13.4,0.0,0.0,0.0,0.0,20116.0,2.95,0.0,0.0,0.0,0.0,3593.0,0.53
Yurtdisi,AMERİKA BİRLEŞİK DEV.,40284.0,31018.0,77.0,677.0,1.68,3031.0,7.52,1131.0,2.81,0.0,0.0,0.0,0.0,3809.0,9.46,0.0,0.0,0.0,0.0,618.0,1.53
Yurtdisi,ARNAVUTLUK,555.0,234.0,42.16,161.0,29.01,29.0,5.23,30.0,5.41,0.0,0.0,0.0,0.0,92.0,16.58,0.0,0.0,0.0,0.0,9.0,1.62
Yurtdisi,AVUSTRALYA,17045.0,7088.0,41.58,7006.0,41.1,1441.0,8.45,612.0,3.59,0.0,0.0,0.0,0.0,724.0,4.25,0.0,0.0,0.0,0.0,174.0,1.02
Yurtdisi,AVUSTURYA,57560.0,8841.0,15.36,33702.0,58.55,4562.0,7.93,8633.0,15.0,0.0,0.0,0.0,0.0,1505.0,2.61,0.0,0.0,0.0,0.0,317.0,0.55
Yurtdisi,AZERBAYCAN,5917.0,1577.0,26.65,2311.0,39.06,647.0,10.93,743.0,12.56,0.0,0.0,0.0,0.0,514.0,8.69,0.0,0.0,0.0,0.0,125.0,2.11
Yurtdisi,BAHREYN,709.0,442.0,62.34,177.0,24.96,15.0,2.12,13.0,1.83,0.0,0.0,0.0,0.0,61.0,8.6,0.0,0.0,0.0,0.0,1.0,0.14
Yurtdisi,BELARUS CUMHURİYETİ,220.0,115.0,52.27,43.0,19.55,18.0,8.18,11.0,5.0,0.0,0.0,0.0,0.0,26.0,11.82,0.0,0.0,0.0,0.0,7.0,3.18
Yurtdisi,BELÇİKA,78656.0,12352.0,15.7,46346.0,58.92,5038.0,6.41,11976.0,15.23,0.0,0.0,0.0,0.0,2347.0,2.98,0.0,0.0,0.0,0.0,597.0,0.76
Yurtdisi,BOSNA HERSEK,1272.0,419.0,32.94,480.0,37.74,37.0,2.91,133.0,10.46,0.0,0.0,0.0,0.0,169.0,13.29,0.0,0.0,0.0,0.0,34.0,2.67
Yurtdisi,BREZİLYA FEDERATİF CUMHURİYETİ,153.0,96.0,62.75,33.0,21.57,3.0,1.96,8.0,5.23,0.0,0.0,0.0,0.0,11.0,7.19,0.0,0.0,0.0,0.0,2.0,1.31
Yurtdisi,BULGARİSTAN,1768.0,981.0,55.49,361.0,20.42,77.0,4.36,93.0,5.26,0.0,0.0,0.0,0.0,210.0,11.88,0.0,0.0,0.0,0.0,46.0,2.6
Yurtdisi,BİRLEŞİK ARAP EMİR.,6615.0,3918.0,59.23,1916.0,28.96,169.0,2.55,91.0,1.38,0.0,0.0,0.0,0.0,456.0,6.89,0.0,0.0,0.0,0.0,65.0,0.98
Yurtdisi,BİRLEŞİK KRALLIK,53958.0,28979.0,53.71,8912.0,16.52,13268.0,24.59,2172.0,4.03,0.0,0.0,0.0,0.0,245.0,0.45,0.0,0.0,0.0,0.0,382.0,0.71
Yurtdisi,CEZAYİR,836.0,201.0,24.04,371.0,44.38,113.0,13.52,100.0,11.96,0.0,0.0,0.0,0.0,45.0,5.38,0.0,0.0,0.0,0.0,6.0,0.72
Yurtdisi,DANİMARKA,13224.0,2948.0,22.29,7263.0,54.92,2395.0,18.11,138.0,1.04,0.0,0.0,0.0,0.0,415.0,3.14,0.0,0.0,0.0,0.0,65.0,0.49
Yurtdisi,ESTONYA CUMHURİYETİ,566.0,409.0,72.26,20.0,3.53,23.0,4.06,6.0,1.06,0.0,0.0,0.0,0.0,98.0,17.31,0.0,0.0,0.0,0.0,10.0,1.77
Yurtdisi,FAS KRALLIĞI,260.0,67.0,25.77,140.0,53.85,11.0,4.23,17.0,6.54,0.0,0.0,0.0,0.0,21.0,8.08,0.0,0.0,0.0,0.0,4.0,1.54
Yurtdisi,FRANSA,159478.0,24669.0,15.47,93595.0,58.69,34753.0,21.79,2701.0,1.69,0.0,0.0,0.0,0.0,3062.0,1.92,0.0,0.0,0.0,0.0,698.0,0.44
Yurtdisi,FİNLANDİYA,2945.0,1068.0,36.26,609.0,20.68,949.0,32.22,122.0,4.14,0.0,0.0,0.0,0.0,159.0,5.4,0.0,0.0,0.0,0.0,38.0,1.29
Yurtdisi,GÜNEY AFRİKA,608.0,349.0,57.4,134.0,22.04,58.0,9.54,12.0,1.97,0.0,0.0,0.0,0.0,49.0,8.06,0.0,0.0,0.0,0.0,6.0,0.99
Yurtdisi,GÜRCİSTAN,884.0,432.0,48.87,223.0,25.23,69.0,7.81,55.0,6.22,0.0,0.0,0.0,0.0,92.0,10.41,0.0,0.0,0.0,0.0,13.0,1.47
Yurtdisi,HOLLANDA,134379.0,27148.0,20.2,76641.0,57.03,6582.0,4.9,18657.0,13.88,0.0,0.0,0.0,0.0,4532.0,3.37,0.0,0.0,0.0,0.0,819.0,0.61
Yurtdisi,IRAK,1377.0,238.0,17.28,668.0,48.51,289.0,20.99,100.0,7.26,0.0,0.0,0.0,0.0,69.0,5.01,0.0,0.0,0.0,0.0,13.0,0.94
Yurtdisi,JAPONYA,2675.0,714.0,26.69,779.0,29.12,904.0,33.79,137.0,5.12,0.0,0.0,0.0,0.0,93.0,3.48,0.0,0.0,0.0,0.0,48.0,1.79
Yurtdisi,KANADA,16190.0,11145.0,68.84,3055.0,18.87,296.0,1.83,434.0,2.68,0.0,0.0,0.0,0.0,1077.0,6.65,0.0,0.0,0.0,0.0,183.0,1.13
Yurtdisi,KARADAĞ,855.0,539.0,63.04,98.0,11.46,77.0,9.01,32.0,3.74,0.0,0.0,0.0,0.0,85.0,9.94,0.0,0.0,0.0,0.0,24.0,2.81
Yurtdisi,KATAR,1269.0,162.0,12.77,364.0,28.68,99.0,7.8,252.0,19.86,0.0,0.0,0.0,0.0,304.0,23.96,0.0,0.0,0.0,0.0,88.0,6.93
Yurtdisi,KAZAKİSTAN,2001.0,708.0,35.38,715.0,35.73,153.0,7.65,221.0,11.04,0.0,0.0,0.0,0.0,166.0,8.3,0.0,0.0,0.0,0.0,38.0,1.9
Yurtdisi,KIRGIZİSTAN,1389.0,241.0,17.35,800.0,57.6,62.0,4.46,160.0,11.52,0.0,0.0,0.0,0.0,110.0,7.92,0.0,0.0,0.0,0.0,16.0,1.15
Yurtdisi,KORE CUMHURİYETİ,456.0,292.0,64.04,76.0,16.67,11.0,2.41,10.0,2.19,0.0,0.0,0.0,0.0,53.0,11.62,0.0,0.0,0.0,0.0,14.0,3.07
Yurtdisi,KOSOVA,924.0,290.0,31.39,385.0,41.67,13.0,1.41,89.0,9.63,0.0,0.0,0.0,0.0,122.0,13.2,0.0,0.0,0.0,0.0,25.0,2.71
Yurtdisi,KUVEYT,2698.0,657.0,24.35,1596.0,59.15,58.0,2.15,246.0,9.12,0.0,0.0,0.0,0.0,124.0,4.6,0.0,0.0,0.0,0.0,17.0,0.63
Yurtdisi,KUZEY KIBRIS TÜRK CUM.,50596.0,28635.0,56.6,2445.0,4.83,5512.0,10.89,5951.0,11.76,0.0,0.0,0.0,0.0,5682.0,11.23,0.0,0.0,0.0,0.0,2371.0,4.69
Yurtdisi,LÜBNAN,2858.0,87.0,3.04,2729.0,95.49,10.0,0.35,11.0,0.38,0.0,0.0,0.0,0.0,21.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0
Yurtdisi,LÜKSEMBURG,14534.0,3144.0,21.63,6914.0,47.57,2183.0,15.02,1889.0,13.0,0.0,0.0,0.0,0.0,345.0,2.37,0.0,0.0,0.0,0.0,59.0,0.41
Yurtdisi,LİBYA DEVLETİ,1776.0,373.0,21.0,783.0,44.09,17.0,0.96,339.0,19.09,0.0,0.0,0.0,0.0,189.0,10.64,0.0,0.0,0.0,0.0,75.0,4.22
Yurtdisi,LİTVANYA CUMHURİYETİ,490.0,297.0,60.61,52.0,10.61,28.0,5.71,13.0,2.65,0.0,0.0,0.0,0.0,83.0,16.94,0.0,0.0,0.0,0.0,17.0,3.47
Yurtdisi,MACARİSTAN,2107.0,1175.0,55.77,352.0,16.71,195.0,9.25,113.0,5.36,0.0,0.0,0.0,0.0,236.0,11.2,0.0,0.0,0.0,0.0,36.0,1.71
Yurtdisi,MAKEDONYA,1516.0,561.0,37.01,494.0,32.59,110.0,7.26,116.0,7.65,0.0,0.0,0.0,0.0,183.0,12.07,0.0,0.0,0.0,0.0,52.0,3.43
Yurtdisi,MALEZYA,342.0,125.0,36.55,173.0,50.58,4.0,1.17,8.0,2.34,0.0,0.0,0.0,0.0,29.0,8.48,0.0,0.0,0.0,0.0,3.0,0.88
Yurtdisi,MALTA,1369.0,803.0,58.66,241.0,17.6,94.0,6.87,77.0,5.62,0.0,0.0,0.0,0.0,130.0,9.5,0.0,0.0,0.0,0.0,24.0,1.75
Yurtdisi,MISIR,730.0,120.0,16.44,525.0,71.92,11.0,1.51,26.0,3.56,0.0,0.0,0.0,0.0,42.0,5.75,0.0,0.0,0.0,0.0,6.0,0.82
Yurtdisi,MOLDOVA,342.0,143.0,41.81,115.0,33.63,18.0,5.26,25.0,7.31,0.0,0.0,0.0,0.0,31.0,9.06,0.0,0.0,0.0,0.0,10.0,2.92
Yurtdisi,NORVEÇ,4619.0,1245.0,26.95,2146.0,46.46,558.0,12.08,360.0,7.79,0.0,0.0,0.0,0.0,269.0,5.82,0.0,0.0,0.0,0.0,41.0,0.89
Yurtdisi,NİJERYA FEDERAL CUMHURİYETİ,77.0,26.0,33.77,34.0,44.16,3.0,3.9,2.0,2.6,0.0,0.0,0.0,0.0,11.0,14.29,0.0,0.0,0.0,0.0,1.0,1.3
Yurtdisi,PAKİSTAN İSLAM CUMHURİYETİ,336.0,80.0,23.81,216.0,64.29,2.0,0.6,18.0,5.36,0.0,0.0,0.0,0.0,17.0,5.06,0.0,0.0,0.0,0.0,3.0,0.89
Yurtdisi,POLONYA,4435.0,2777.0,62.62,339.0,7.64,420.0,9.47,68.0,1.53,0.0,0.0,0.0,0.0,718.0,16.19,0.0,0.0,0.0,0.0,113.0,2.55
Yurtdisi,PORTEKİZ CUMHURİYETİ,710.0,536.0,75.49,25.0,3.52,60.0,8.45,8.0,1.13,0.0,0.0,0.0,0.0,69.0,9.72,0.0,0.0,0.0,0.0,12.0,1.69
Yurtdisi,ROMANYA,4066.0,1561.0,38.39,1267.0,31.16,576.0,14.17,303.0,7.45,0.0,0.0,0.0,0.0,295.0,7.26,0.0,0.0,0.0,0.0,64.0,1.57
Yurtdisi,RUSYA,4229.0,1765.0,41.74,1362.0,32.21,377.0,8.91,296.0,7.0,0.0,0.0,0.0,0.0,303.0,7.16,0.0,0.0,0.0,0.0,126.0,2.98
Yurtdisi,SIRBİSTAN,1090.0,377.0,34.59,379.0,34.77,71.0,6.51,158.0,14.5,0.0,0.0,0.0,0.0,96.0,8.81,0.0,0.0,0.0,0.0,9.0,0.83
Yurtdisi,SLOVAK CUMHURİYETİ,330.0,189.0,57.27,44.0,13.33,24.0,7.27,16.0,4.85,0.0,0.0,0.0,0.0,50.0,15.15,0.0,0.0,0.0,0.0,7.0,2.12
Yurtdisi,SUDAN,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Yurtdisi,SUUDİ ARABİSTAN,8940.0,1824.0,20.4,6569.0,73.48,128.0,1.43,194.0,2.17,0.0,0.0,0.0,0.0,203.0,2.27,0.0,0.0,0.0,0.0,22.0,0.25
Yurtdisi,SİNGAPUR,506.0,367.0,72.53,52.0,10.28,28.0,5.53,2.0,0.4,0.0,0.0,0.0,0.0,51.0,10.08,0.0,0.0,0.0,0.0,6.0,1.19
Yurtdisi,TANZANYA BİRLEŞİK CUMHURİYETİ,288.0,97.0,33.68,114.0,39.58,11.0,3.82,24.0,8.33,0.0,0.0,0.0,0.0,35.0,12.15,0.0,0.0,0.0,0.0,7.0,2.43
Yurtdisi,TAYLAND,396.0,269.0,67.93,36.0,9.09,15.0,3.79,18.0,4.55,0.0,0.0,0.0,0.0,45.0,11.36,0.0,0.0,0.0,0.0,13.0,3.28
Yurtdisi,TÜRKMENİSTAN,312.0,110.0,35.26,96.0,30.77,22.0,7.05,40.0,12.82,0.0,0.0,0.0,0.0,38.0,12.18,0.0,0.0,0.0,0.0,6.0,1.92
Yurtdisi,UKRAYNA,339.0,148.0,43.66,85.0,25.07,41.0,12.09,31.0,9.14,0.0,0.0,0.0,0.0,29.0,8.55,0.0,0.0,0.0,0.0,5.0,1.47
Yurtdisi,UMMAN,552.0,331.0,59.96,168.0,30.43,12.0,2.17,9.0,1.63,0.0,0.0,0.0,0.0,25.0,4.53,0.0,0.0,0.0,0.0,7.0,1.27
Yurtdisi,YENİ ZELANDA,263.0,178.0,67.68,32.0,12.17,35.0,13.31,4.0,1.52,0.0,0.0,0.0,0.0,13.0,4.94,0.0,0.0,0.0,0.0,1.0,0.38
Yurtdisi,YUNANİSTAN,1200.0,728.0,60.67,175.0,14.58,159.0,13.25,31.0,2.58,0.0,0.0,0.0,0.0,89.0,7.42,0.0,0.0,0.0,0.0,18.0,1.5
Yurtdisi,ÇEK CUMHURİYETİ,1745.0,1178.0,67.51,124.0,7.11,170.0,9.74,31.0,1.78,0.0,0.0,0.0,0.0,210.0,12.03,0.0,0.0,0.0,0.0,32.0,1.83
Yurtdisi,ÇİN HALK CUMHURİYETİ,907.0,534.0,58.88,199.0,21.94,48.0,5.29,25.0,2.76,0.0,0.0,0.0,0.0,91.0,10.03,0.0,0.0,0.0,0.0,10.0,1.1
Yurtdisi,ÖZBEKİSTAN,1539.0,467.0,30.34,652.0,42.37,85.0,5.52,198.0,12.87,0.0,0.0,0.0,0.0,124.0,8.06,0.0,0.0,0.0,0.0,13.0,0.84
Yurtdisi,ÜRDÜN,1248.0,97.0,7.77,1084.0,86.86,11.0,0.88,27.0,2.16,0.0,0.0,0.0,0.0,27.0,2.16,0.0,0.0,0.0,0.0,2.0,0.16
Yurtdisi,İRAN,352.0,129.0,36.65,149.0,42.33,19.0,5.4,21.0,5.97,0.0,0.0,0.0,0.0,30.0,8.52,0.0,0.0,0.0,0.0,4.0,1.14
Yurtdisi,İRLANDA,3923.0,2632.0,67.09,262.0,6.68,334.0,8.51,75.0,1.91,0.0,0.0,0.0,0.0,543.0,13.84,0.0,0.0,0.0,0.0,77.0,1.96
Yurtdisi,İSPANYA,3040.0,2006.0,65.99,413.0,13.59,305.0,10.03,118.0,3.88,0.0,0.0,0.0,0.0,180.0,5.92,0.0,0.0,0.0,0.0,18.0,0.59
Yurtdisi,İSRAİL,907.0,599.0,66.04,185.0,20.4,33.0,3.64,39.0,4.3,0.0,0.0,0.0,0.0,42.0,4.63,0.0,0.0,0.0,0.0,9.0,0.99
Yurtdisi,İSVEÇ,12701.0,2938.0,23.13,4399.0,34.64,3371.0,26.54,1403.0,11.05,0.0,0.0,0.0,0.0,511.0,4.02,0.0,0.0,0.0,0.0,79.0,0.62
Yurtdisi,İSVİÇRE,55103.0,15528.0,28.18,17871.0,32.43,14889.0,27.02,5014.0,9.1,0.0,0.0,0.0,0.0,1476.0,2.68,0.0,0.0,0.0,0.0,325.0,0.59
Yurtdisi,İTALYA,9043.0,4818.0,53.28,1819.0,20.12,1387.0,15.34,388.0,4.29,0.0,0.0,0.0,0.0,567.0,6.27,0.0,0.0,0.0,0.0,64.0,0.71
Zonguldak,Alaplı,29249.0,6414.0,21.93,11478.0,39.24,74.0,0.25,5860.0,20.03,610.0,2.09,443.0,1.51,2982.0,10.2,103.0,0.35,527.0,1.8,758.0,2.59
Zonguldak,Devrek,37185.0,9391.0,25.25,18100.0,48.68,110.0,0.3,2740.0,7.37,924.0,2.48,565.0,1.52,3202.0,8.61,113.0,0.3,215.0,0.58,1825.0,4.91
Zonguldak,Ereğli,118183.0,35896.0,30.37,48418.0,40.97,512.0,0.43,8464.0,7.16,2132.0,1.8,2115.0,1.79,15408.0,13.04,604.0,0.51,1472.0,1.25,3162.0,2.68
Zonguldak,Gökçebey,13961.0,4250.0,30.44,5943.0,42.57,49.0,0.35,624.0,4.47,387.0,2.77,213.0,1.53,1753.0,12.56,41.0,0.29,96.0,0.69,605.0,4.33
Zonguldak,Kilimli,22500.0,8437.0,37.5,7930.0,35.24,44.0,0.2,2312.0,10.28,710.0,3.16,438.0,1.95,1752.0,7.79,110.0,0.49,108.0,0.48,659.0,2.93
Zonguldak,Kozlu,31345.0,10209.0,32.57,11897.0,37.96,122.0,0.39,2546.0,8.12,1244.0,3.97,702.0,2.24,3444.0,10.99,171.0,0.55,175.0,0.56,835.0,2.66
Zonguldak,Merkez,76609.0,31568.0,41.21,26977.0,35.21,241.0,0.31,4597.0,6.0,2219.0,2.9,1591.0,2.08,6270.0,8.18,395.0,0.52,485.0,0.63,2266.0,2.96
Zonguldak,Çaycuma,62981.0,20686.0,32.84,25544.0,40.56,168.0,0.27,5565.0,8.84,1843.0,2.93,1055.0,1.68,5081.0,8.07,266.0,0.42,292.0,0.46,2481.0,3.94
Çanakkale,Ayvacık,25114.0,9676.0,38.53,8060.0,32.09,486.0,1.94,2215.0,8.82,251.0,1.0,410.0,1.63,2804.0,11.17,350.0,1.39,75.0,0.3,787.0,3.13
Çanakkale,Bayramiç,21623.0,7963.0,36.83,7434.0,34.38,179.0,0.83,1106.0,5.11,196.0,0.91,362.0,1.67,3401.0,15.73,176.0,0.81,133.0,0.62,673.0,3.11
Çanakkale,Biga,65610.0,17980.0,27.4,25863.0,39.42,898.0,1.37,7256.0,11.06,908.0,1.38,1431.0,2.18,8454.0,12.89,395.0,0.6,383.0,0.58,2042.0,3.11
Çanakkale,Bozcaada,2346.0,1194.0,50.9,412.0,17.56,40.0,1.71,58.0,2.47,16.0,0.68,42.0,1.79,375.0,15.98,142.0,6.05,6.0,0.26,61.0,2.6
Çanakkale,Eceabat,6572.0,3302.0,50.24,1253.0,19.07,115.0,1.75,199.0,3.03,74.0,1.13,78.0,1.19,1262.0,19.2,72.0,1.1,18.0,0.27,199.0,3.03
Çanakkale,Ezine,22336.0,8185.0,36.64,7739.0,34.65,382.0,1.71,1401.0,6.27,182.0,0.81,321.0,1.44,3208.0,14.36,166.0,0.74,91.0,0.41,661.0,2.96
Çanakkale,Gelibolu,30270.0,13029.0,43.04,8165.0,26.97,711.0,2.35,1513.0,5.0,208.0,0.69,561.0,1.85,4661.0,15.4,384.0,1.27,107.0,0.35,931.0,3.08
Çanakkale,Gökçeada,6397.0,2171.0,33.94,1723.0,26.93,658.0,10.29,490.0,7.66,77.0,1.2,209.0,3.27,627.0,9.8,212.0,3.31,31.0,0.48,199.0,3.11
Çanakkale,Lapseki,21284.0,5638.0,26.49,8260.0,38.81,404.0,1.9,1638.0,7.7,292.0,1.37,522.0,2.45,3533.0,16.6,132.0,0.62,125.0,0.59,740.0,3.48
Çanakkale,Merkez,131155.0,55340.0,42.19,29376.0,22.4,3420.0,2.61,5066.0,3.86,907.0,0.69,3037.0,2.32,27565.0,21.02,2575.0,1.96,481.0,0.37,3388.0,2.58
Çanakkale,Yenice,23256.0,5141.0,22.11,11503.0,49.46,79.0,0.34,1809.0,7.78,312.0,1.34,276.0,1.19,2982.0,12.82,68.0,0.29,169.0,0.73,917.0,3.94
Çanakkale,Çan,35200.0,9769.0,27.75,13834.0,39.3,141.0,0.4,2519.0,7.16,387.0,1.1,639.0,1.82,6595.0,18.74,166.0,0.47,132.0,0.38,1018.0,2.89
Çankırı,Atkaracalar,2754.0,0.0,0.0,1511.0,54.87,10.0,0.36,634.0,23.02,43.0,1.56,37.0,1.34,435.0,15.8,8.0,0.29,23.0,0.84,53.0,1.92
Çankırı,Bayramören,1826.0,0.0,0.0,1118.0,61.23,2.0,0.11,365.0,19.99,31.0,1.7,14.0,0.77,241.0,13.2,3.0,0.16,11.0,0.6,41.0,2.25
Çankırı,Eldivan,4410.0,0.0,0.0,1943.0,44.06,13.0,0.29,1264.0,28.66,94.0,2.13,57.0,1.29,882.0,20.0,9.0,0.2,45.0,1.02,103.0,2.34
Çankırı,Ilgaz,9731.0,0.0,0.0,4426.0,45.48,15.0,0.15,2910.0,29.9,257.0,2.64,139.0,1.43,1667.0,17.13,21.0,0.22,65.0,0.67,231.0,2.37
Çankırı,Korgun,2928.0,0.0,0.0,1379.0,47.1,2.0,0.07,975.0,33.3,164.0,5.6,31.0,1.06,283.0,9.67,1.0,0.03,20.0,0.68,73.0,2.49
Çankırı,Kurşunlu,5846.0,0.0,0.0,2681.0,45.86,15.0,0.26,1878.0,32.12,103.0,1.76,59.0,1.01,951.0,16.27,10.0,0.17,29.0,0.5,120.0,2.05
Çankırı,Kızılırmak,5169.0,0.0,0.0,1827.0,35.35,20.0,0.39,2448.0,47.36,93.0,1.8,51.0,0.99,538.0,10.41,8.0,0.15,101.0,1.95,83.0,1.61
Çankırı,Merkez,57967.0,0.0,0.0,21226.0,36.62,169.0,0.29,20035.0,34.56,1976.0,3.41,1113.0,1.92,11623.0,20.05,186.0,0.32,694.0,1.2,945.0,1.63
Çankırı,Orta,8275.0,0.0,0.0,4700.0,56.8,5.0,0.06,2309.0,27.9,319.0,3.85,60.0,0.73,711.0,8.59,6.0,0.07,56.0,0.68,109.0,1.32
Çankırı,Yapraklı,5573.0,0.0,0.0,3071.0,55.1,7.0,0.13,1730.0,31.04,118.0,2.12,35.0,0.63,461.0,8.27,2.0,0.04,65.0,1.17,84.0,1.51
Çankırı,Çerkeş,10657.0,0.0,0.0,4744.0,44.52,66.0,0.62,2393.0,22.45,370.0,3.47,190.0,1.78,2471.0,23.19,29.0,0.27,101.0,0.95,293.0,2.75
Çankırı,Şabanözü,8093.0,0.0,0.0,3512.0,43.4,44.0,0.54,1972.0,24.37,183.0,2.26,119.0,1.47,1978.0,24.44,15.0,0.19,56.0,0.69,214.0,2.64
Çorum,Alaca,20360.0,5147.0,25.28,8611.0,42.29,75.0,0.37,5059.0,24.85,746.0,3.66,249.0,1.22,0.0,0.0,44.0,0.22,121.0,0.59,308.0,1.51
Çorum,Bayat,10173.0,1680.0,16.51,5412.0,53.2,18.0,0.18,2091.0,20.55,409.0,4.02,122.0,1.2,0.0,0.0,21.0,0.21,109.0,1.07,311.0,3.06
Çorum,Boğazkale,2651.0,395.0,14.9,1417.0,53.45,9.0,0.34,638.0,24.07,62.0,2.34,37.0,1.4,0.0,0.0,3.0,0.11,34.0,1.28,56.0,2.11
Çorum,Dodurga,3937.0,1393.0,35.38,1537.0,39.04,9.0,0.23,615.0,15.62,125.0,3.18,58.0,1.47,0.0,0.0,15.0,0.38,33.0,0.84,152.0,3.86
Çorum,Kargı,11256.0,2512.0,22.32,6069.0,53.92,13.0,0.12,1635.0,14.53,242.0,2.15,183.0,1.63,0.0,0.0,25.0,0.22,120.0,1.07,457.0,4.06
Çorum,Laçin,3078.0,745.0,24.2,1505.0,48.9,10.0,0.32,599.0,19.46,65.0,2.11,27.0,0.88,0.0,0.0,7.0,0.23,26.0,0.84,94.0,3.05
Çorum,Mecitözü,10896.0,4292.0,39.39,3844.0,35.28,46.0,0.42,2027.0,18.6,197.0,1.81,73.0,0.67,0.0,0.0,27.0,0.25,56.0,0.51,334.0,3.07
Çorum,Merkez,196293.0,72683.0,37.03,72417.0,36.89,1049.0,0.53,33962.0,17.3,7356.0,3.75,3243.0,1.65,0.0,0.0,909.0,0.46,1264.0,0.64,3410.0,1.74
Çorum,Ortaköy,4605.0,1754.0,38.09,1687.0,36.63,36.0,0.78,820.0,17.81,77.0,1.67,62.0,1.35,0.0,0.0,18.0,0.39,24.0,0.52,127.0,2.76
Çorum,Osmancık,29647.0,7150.0,24.12,13978.0,47.15,32.0,0.11,6123.0,20.65,742.0,2.5,494.0,1.67,0.0,0.0,81.0,0.27,251.0,0.85,796.0,2.68
Çorum,Oğuzlar,3734.0,1006.0,26.94,1869.0,50.05,4.0,0.11,535.0,14.33,80.0,2.14,38.0,1.02,0.0,0.0,4.0,0.11,31.0,0.83,167.0,4.47
Çorum,Sungurlu,32621.0,6948.0,21.3,10794.0,33.09,95.0,0.29,13126.0,40.24,468.0,1.43,420.0,1.29,0.0,0.0,61.0,0.19,158.0,0.48,551.0,1.69
Çorum,Uğurludağ,4493.0,656.0,14.6,2037.0,45.34,5.0,0.11,1211.0,26.95,193.0,4.3,40.0,0.89,0.0,0.0,4.0,0.09,273.0,6.08,74.0,1.65
Çorum,İskilip,20666.0,3318.0,16.06,10873.0,52.61,35.0,0.17,3965.0,19.19,1060.0,5.13,373.0,1.8,0.0,0.0,54.0,0.26,279.0,1.35,709.0,3.43
İstanbul,Adalar,11600.0,5268.0,45.41,2116.0,18.24,1172.0,10.1,464.0,4.0,107.0,0.92,177.0,1.53,914.0,7.88,1086.0,9.36,45.0,0.39,251.0,2.16
İstanbul,Arnavutköy,192257.0,24446.0,12.72,85230.0,44.33,28314.0,14.73,17717.0,9.22,11476.0,5.97,5161.0,2.68,10875.0,5.66,3170.0,1.65,1349.0,0.7,4519.0,2.35
İstanbul,Ataşehir,285750.0,103702.0,36.29,89429.0,31.3,15562.0,5.45,15528.0,5.43,5959.0,2.09,7592.0,2.66,22727.0,7.95,16187.0,5.66,3010.0,1.05,6054.0,2.12
İstanbul,Avcılar,263878.0,88892.0,33.69,81388.0,30.84,21918.0,8.31,16802.0,6.37,6109.0,2.32,7361.0,2.79,22021.0,8.35,12248.0,4.64,1340.0,0.51,5799.0,2.2
İstanbul,Bahçelievler,375230.0,94801.0,25.26,142069.0,37.86,35123.0,9.36,24199.0,6.45,12419.0,3.31,11718.0,3.12,30660.0,8.17,13749.0,3.66,2518.0,0.67,7974.0,2.13
İstanbul,Bakırköy,149515.0,74592.0,49.89,26338.0,17.62,6308.0,4.22,4702.0,3.14,1652.0,1.1,3068.0,2.05,18012.0,12.05,11414.0,7.63,598.0,0.4,2831.0,1.89
İstanbul,Bayrampaşa,180228.0,44854.0,24.89,71821.0,39.85,5634.0,3.13,10398.0,5.77,7237.0,4.02,6724.0,3.73,21858.0,12.13,5497.0,3.05,1323.0,0.73,4882.0,2.71
İstanbul,Bağcılar,455485.0,75782.0,16.64,201824.0,44.31,56141.0,12.33,35352.0,7.76,18749.0,4.12,14550.0,3.19,28931.0,6.35,10474.0,2.3,3636.0,0.8,10046.0,2.21
İstanbul,Başakşehir,282801.0,61434.0,21.72,117774.0,41.65,30187.0,10.67,16030.0,5.67,12449.0,4.4,8152.0,2.88,20861.0,7.38,8434.0,2.98,2082.0,0.74,5398.0,1.91
İstanbul,Beykoz,167699.0,46976.0,28.01,67682.0,40.36,4716.0,2.81,11271.0,6.72,5970.0,3.56,4762.0,2.84,14594.0,8.7,5464.0,3.26,1676.0,1.0,4588.0,2.74
İstanbul,Beylikdüzü,239841.0,79648.0,33.21,76126.0,31.74,14007.0,5.84,12872.0,5.37,5484.0,2.29,6966.0,2.9,25008.0,10.43,12860.0,5.36,1690.0,0.7,5180.0,2.16
